dataset,record_id,source_row_number,code,severity,field,message,raw_value,affects_metrics,recommended_action
Deals,IMPORT-DEAL-099C5ED77F96,338,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_138',COMPANY138,False,
Deals,IMPORT-DEAL-099C5ED77F96,338,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-099C5ED77F96 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0015B597827B,339,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_139',COMPANY139,False,
Deals,IMPORT-DEAL-0015B597827B,339,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0015B597827B due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1F613348D1C5,340,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_136',COMPANY136,False,
Deals,IMPORT-DEAL-1F613348D1C5,340,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-1F613348D1C5 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-1F613348D1C5,340,missing_deal_value,info,deal_value,Deal value is missing,nan,True,Provide estimated deal value
Deals,IMPORT-DEAL-1F613348D1C5,340,missing_exact_close_date,info,expected_close_date,Tentative close date is missing,nan,False,
Deals,IMPORT-DEAL-74021D401333,341,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_040',COMPANY040,False,
Deals,IMPORT-DEAL-74021D401333,341,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-74021D401333 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-5FDCB4E91416,342,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_041',COMPANY041,False,
Deals,IMPORT-DEAL-5FDCB4E91416,342,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-5FDCB4E91416 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-D6BA6066F815,343,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_181',COMPANY181,False,
Deals,IMPORT-DEAL-D6BA6066F815,343,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-D6BA6066F815 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-ECD3002C391F,344,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_170',COMPANY170,False,
Deals,IMPORT-DEAL-ECD3002C391F,344,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-ECD3002C391F due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-AD239C4EE5A3,345,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_132',COMPANY132,False,
Deals,IMPORT-DEAL-AD239C4EE5A3,345,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-AD239C4EE5A3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0F350D7584B3,346,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_132',COMPANY132,False,
Deals,IMPORT-DEAL-0F350D7584B3,346,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0F350D7584B3 due to missing source primary key,,False,Maintain surrogate key for import tracking
Deals,IMPORT-DEAL-0D0148DF027D,347,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_078',COMPANY078,False,
Deals,IMPORT-DEAL-0D0148DF027D,347,synthetic_deal_id,info,deal_id,Assigned surrogate import key IMPORT-DEAL-0D0148DF027D due to missing source primary key,,False,Maintain surrogate key for import tracking
Work Orders,SDPLDEAL-075,3,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-075,3,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-101,4,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-101,4,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_038',WOCOMPANY_038,False,
Work Orders,SDPLDEAL-002,5,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-002,5,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-003,6,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-003,6,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-004,7,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-004,7,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_032',WOCOMPANY_032,False,
Work Orders,SDPLDEAL-005,8,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-005,8,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_008',WOCOMPANY_008,False,
Work Orders,SDPLDEAL-001,9,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-001,9,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_047',WOCOMPANY_047,False,
Work Orders,SDPLDEAL-006,10,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-006,10,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-007,11,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-007,11,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-008,12,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-008,12,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-009,13,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-009,13,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-010,14,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-010,14,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-011,15,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-011,15,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-012,16,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-012,16,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-013,17,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-013,17,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-014,18,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-014,18,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-015,19,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-015,19,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-016,20,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-016,20,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-017,21,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-017,21,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-018,22,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-018,22,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-019,23,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-019,23,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-020,24,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-020,24,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-021,25,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-021,25,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-022,26,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-022,26,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-024,27,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-024,27,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-023,28,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-023,28,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-025,29,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-025,29,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-026,30,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-026,30,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',WOCOMPANY_005,False,
Work Orders,SDPLDEAL-027,31,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-027,31,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',WOCOMPANY_005,False,
Work Orders,SDPLDEAL-028,32,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-028,32,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',WOCOMPANY_005,False,
Work Orders,SDPLDEAL-029,33,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-029,33,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',WOCOMPANY_005,False,
Work Orders,SDPLDEAL-030,34,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-030,34,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_020',WOCOMPANY_020,False,
Work Orders,SDPLDEAL-031,35,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-031,35,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_020',WOCOMPANY_020,False,
Work Orders,SDPLDEAL-032,36,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-032,36,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_020',WOCOMPANY_020,False,
Work Orders,SDPLDEAL-033,37,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-033,37,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_043',WOCOMPANY_043,False,
Work Orders,SDPLDEAL-034,38,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-034,38,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_001',WOCOMPANY_001,False,
Work Orders,SDPLDEAL-035,39,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-035,39,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_045',WOCOMPANY_045,False,
Work Orders,SDPLDEAL-037,40,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-037,40,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-038,41,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-038,41,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-040,42,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-040,42,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_009',WOCOMPANY_009,False,
Work Orders,SDPLDEAL-041,43,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-041,43,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_009',WOCOMPANY_009,False,
Work Orders,SDPLDEAL-042,44,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-042,44,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_009',WOCOMPANY_009,False,
Work Orders,SDPLDEAL-043,45,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-043,45,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_021',WOCOMPANY_021,False,
Work Orders,SDPLDEAL-044,46,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-044,46,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_005',WOCOMPANY_005,False,
Work Orders,SDPLDEAL-046,47,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-046,47,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-047,48,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-047,48,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-048,49,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-048,49,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-049,50,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-049,50,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-050,51,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-050,51,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_046',WOCOMPANY_046,False,
Work Orders,SDPLDEAL-051,52,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-051,52,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_009',WOCOMPANY_009,False,
Work Orders,SDPLDEAL-053,53,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-053,53,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_031',WOCOMPANY_031,False,
Work Orders,SDPLDEAL-054,54,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-054,54,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-055,55,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-055,55,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_018',WOCOMPANY_018,False,
Work Orders,SDPLDEAL-056,56,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-056,56,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_002',WOCOMPANY_002,False,
Work Orders,SDPLDEAL-057,57,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-057,57,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_018',WOCOMPANY_018,False,
Work Orders,SDPLDEAL-058,58,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-058,58,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_026',WOCOMPANY_026,False,
Work Orders,SDPLDEAL-060,59,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-060,59,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_039',WOCOMPANY_039,False,
Work Orders,SDPLDEAL-061,60,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-061,60,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_048',WOCOMPANY_048,False,
Work Orders,SDPLDEAL-062,61,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-062,61,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_050',WOCOMPANY_050,False,
Work Orders,SDPLDEAL-063,62,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-063,62,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-065,63,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-065,63,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_012',WOCOMPANY_012,False,
Work Orders,SDPLDEAL-066,64,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-066,64,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-067,65,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-067,65,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_022',WOCOMPANY_022,False,
Work Orders,SDPLDEAL-068,66,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-068,66,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-069,67,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-069,67,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-070,68,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-070,68,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-071,69,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-071,69,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-072,70,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-072,70,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-073,71,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-073,71,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-074,72,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-074,72,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_022',WOCOMPANY_022,False,
Work Orders,SDPLDEAL-076,73,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-076,73,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_006',WOCOMPANY_006,False,
Work Orders,SDPLDEAL-077,74,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-077,74,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_042',WOCOMPANY_042,False,
Work Orders,SDPLDEAL-077,74,unexpected_tax_rate,warning,implied_tax_rate,Cannot calculate implied tax rate with non-positive exclusive amount 0.0,"excl:0.0, incl:0.0",False,Verify tax calculation and contract tax terms
Work Orders,SDPLDEAL-078,75,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-078,75,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-078,75,unexpected_tax_rate,warning,implied_tax_rate,Cannot calculate implied tax rate with non-positive exclusive amount 0.0,"excl:0.0, incl:0.0",False,Verify tax calculation and contract tax terms
Work Orders,SDPLDEAL-079,76,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-079,76,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_015',WOCOMPANY_015,False,
Work Orders,SDPLDEAL-080,77,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-080,77,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-081,78,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-081,78,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_046',WOCOMPANY_046,False,
Work Orders,SDPLDEAL-082,79,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-082,79,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_046',WOCOMPANY_046,False,
Work Orders,SDPLDEAL-083,80,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-083,80,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-084,81,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-084,81,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_041',WOCOMPANY_041,False,
Work Orders,SDPLDEAL-085,82,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-085,82,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_032',WOCOMPANY_032,False,
Work Orders,SDPLDEAL-086,83,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-086,83,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-087,84,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-087,84,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_052',WOCOMPANY_052,False,
Work Orders,SDPLDEAL-088,85,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-088,85,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-089,86,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-089,86,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_023',WOCOMPANY_023,False,
Work Orders,SDPLDEAL-089,86,unexpected_tax_rate,warning,implied_tax_rate,Cannot calculate implied tax rate with non-positive exclusive amount 0.0,"excl:0.0, incl:0.0",False,Verify tax calculation and contract tax terms
Work Orders,SDPLDEAL-090,87,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-090,87,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_036',WOCOMPANY_036,False,
Work Orders,SDPLDEAL-091,88,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-091,88,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_048',WOCOMPANY_048,False,
Work Orders,SDPLDEAL-091,88,unexpected_tax_rate,warning,implied_tax_rate,Cannot calculate implied tax rate with non-positive exclusive amount 0.0,"excl:0.0, incl:0.0",False,Verify tax calculation and contract tax terms
Work Orders,SDPLDEAL-092,89,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-092,89,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_051',WOCOMPANY_051,False,
Work Orders,SDPLDEAL-093,90,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-093,90,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_023',WOCOMPANY_023,False,
Work Orders,SDPLDEAL-094,91,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-094,91,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_035',WOCOMPANY_035,False,
Work Orders,SDPLDEAL-095,92,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-095,92,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_019',WOCOMPANY_019,False,
Work Orders,SDPLDEAL-096,93,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
Work Orders,SDPLDEAL-096,93,customer_code_normalized,info,customer,Customer code normalized as 'COMPANY_009',WOCOMPANY_009,False,
Work Orders,SDPLDEAL-097,94,no_source_deal_reference,info,deal_reference,deal_reference remains null (no verified deal lookup in raw file),,False,
